
DATAFLOW,LAST UPDATE,freq,wst_oper,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,NL,2004,599,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,NL,2005,599,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,NL,2006,597,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,NL,2007,606,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,NL,2008,600,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,NL,2009,589,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,NL,2010,571,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,NL,2011,568,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,NL,2012,549,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,NL,2013,526,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,NL,2014,527,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,NL,2015,523,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,NL,2016,520,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,NL,2017,513,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,NL,2018,511,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,NL,2019,508,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,NL,2020,533,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,NL,2021,515,p
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,NO,2000,613,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,NO,2001,361,b
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,NO,2002,392,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,NO,2003,402,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,NO,2004,414,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,NO,2005,426,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,NO,2006,459,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,NO,2007,491,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,NO,2008,487,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,NO,2009,470,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,NO,2010,469,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,NO,2011,485,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,NO,2012,477,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,NO,2013,496,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,NO,2014,423,b
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,NO,2015,422,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,NO,2016,754,b
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,NO,2017,748,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,NO,2018,739,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,NO,2019,776,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,NO,2020,604,b
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,NO,2021,799,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,PL,2000,320,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,PL,2001,290,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,PL,2002,275,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,PL,2003,260,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,PL,2004,256,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,PL,2005,319,be
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,PL,2006,321,e
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,PL,2007,322,e
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,PL,2008,320,e
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,PL,2009,316,e
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,PL,2010,316,e
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,PL,2011,319,e
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,PL,2012,317,e
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,PL,2013,297,be
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,PL,2014,272,be
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,PL,2015,286,e
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,PL,2016,307,e
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,PL,2017,315,e
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,PL,2018,329,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,PL,2019,336,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,PL,2020,346,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,PL,2021,362,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,PT,2000,457,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,PT,2001,454,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,PT,2002,441,b
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,PT,2003,449,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,PT,2004,445,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,PT,2005,452,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,PT,2006,465,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,PT,2007,471,b
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,PT,2008,518,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,PT,2009,520,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,PT,2010,516,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,PT,2011,490,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,PT,2012,453,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,PT,2013,440,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,PT,2014,453,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,PT,2015,460,b
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,PT,2016,474,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,PT,2017,486,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,PT,2018,507,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,PT,2019,513,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,PT,2020,513,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,PT,2021,514,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,RO,2000,355,e
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,RO,2001,341,e
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,RO,2002,385,e
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,RO,2003,353,e
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,RO,2004,349,e
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,RO,2005,383,e
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,RO,2006,396,e
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,RO,2007,391,e
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,RO,2008,411,e
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,RO,2009,381,e
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,RO,2010,313,b
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,RO,2011,259,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,RO,2012,251,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,RO,2013,254,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,RO,2014,249,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,RO,2015,247,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,RO,2016,261,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,RO,2017,272,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,RO,2018,272,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,RO,2019,280,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,RO,2020,290,p
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,RO,2021,302,p
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,RS,2006,233,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,RS,2007,280,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,RS,2008,347,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,RS,2009,360,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,RS,2010,363,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,RS,2011,375,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,RS,2012,364,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,RS,2013,336,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,RS,2014,299,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,RS,2015,259,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,RS,2016,268,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,RS,2017,306,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,RS,2018,319,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,RS,2019,338,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,RS,2020,427,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,SE,2000,425,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,SE,2001,439,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,SE,2002,465,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,SE,2003,464,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,SE,2004,461,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,SE,2005,479,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,SE,2006,491,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,SE,2007,488,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,SE,2008,485,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,SE,2009,472,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,SE,2010,441,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,SE,2011,453,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,SE,2012,454,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,SE,2013,455,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,SE,2014,443,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,SE,2015,451,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,SE,2016,447,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,SE,2017,452,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,SE,2018,434,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,SE,2019,449,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,SE,2020,431,b
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,SE,2021,418,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,SI,2000,513,e
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,SI,2001,478,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,SI,2002,407,b
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,SI,2003,418,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,SI,2004,485,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,SI,2005,494,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,SI,2006,516,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,SI,2007,525,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,SI,2008,542,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,SI,2009,524,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,SI,2010,490,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,SI,2011,415,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,SI,2012,362,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,SI,2013,414,b
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,SI,2014,432,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,SI,2015,449,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,SI,2016,457,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,SI,2017,471,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,SI,2018,486,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,SI,2019,504,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,SI,2020,487,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,SI,2021,511,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,SK,2000,254,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,SK,2001,239,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,SK,2002,270,b
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,SK,2003,281,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,SK,2004,261,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,SK,2005,273,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,SK,2006,284,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,SK,2007,294,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,SK,2008,313,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,SK,2009,307,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,SK,2010,319,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,SK,2011,311,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,SK,2012,306,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,SK,2013,304,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,SK,2014,320,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,SK,2015,329,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,SK,2016,348,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,SK,2017,378,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,SK,2018,414,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,SK,2019,421,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,SK,2020,478,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,SK,2021,496,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,TR,2000,465,e
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,TR,2001,476,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,TR,2002,470,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,TR,2003,465,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,TR,2004,440,b
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,TR,2005,458,e
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,TR,2006,434,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,TR,2007,433,e
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,TR,2008,400,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,TR,2009,419,e
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,TR,2010,407,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,TR,2011,416,e
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,TR,2012,410,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,TR,2013,406,e
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,TR,2014,405,e
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,TR,2015,400,e
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,TR,2016,426,be
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,TR,2017,425,e
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,TR,2018,424,e
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,TR,2019,424,e
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,TR,2020,415,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,UK,2000,577,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,UK,2001,591,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,UK,2002,598,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,UK,2003,591,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,UK,2004,602,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,UK,2005,581,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,UK,2006,583,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,UK,2007,567,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,UK,2008,541,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,UK,2009,522,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,UK,2010,509,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,UK,2011,491,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,UK,2012,477,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,UK,2013,482,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,UK,2014,482,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,UK,2015,483,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,UK,2016,483,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,UK,2017,468,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,UK,2018,463,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,XK,2015,178,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,XK,2017,229,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,XK,2018,226,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,XK,2019,252,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,XK,2020,255,
ESTAT:CEI_PC031(1.0),17/02/23 23:00:00,A,GEN,KG_HAB,XK,2021,270,

